model,model_tag,setting,project,approach,k_label,k,cost_path
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k10,10.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k11,11.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k12,12.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k13,13.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k14,14.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k15,15.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k16,16.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k17,17.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k18,18.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k19,19.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k2,2.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k20,20.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k25,25.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k30,30.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k4,4.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k5,5.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k7,7.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k8,8.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_TypeScript,vtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,zero_shot,0.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,microsoft_vscode,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k1,1.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k10,10.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k11,11.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k12,12.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k13,13.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k14,14.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k15,15.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k16,16.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k17,17.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k18,18.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k19,19.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k2,2.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k20,20.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k25,25.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k3,3.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k30,30.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k4,4.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k5,5.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k6,6.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k7,7.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k8,8.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag,k9,9.0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,microsoft_vscode,vtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,zero_shot,0.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
